FID,Id,Shape_Leng,Shape_Area,SUM_Length
687,0,2047619.148,92335135422,1172.588403
688,0,3559297.235,1.82043E+11,1626.693014
689,0,1766547.624,1.9503E+11,0
690,0,1874102.062,1.4049E+11,343.5754899
691,0,2325648.269,1.96665E+11,497.2245375
692,0,1489058.957,5409616948,483.3520464
693,0,1722822.561,1.85295E+11,0
694,0,5525352.568,1.26823E+11,3343.46763
695,0,1766547.624,1.9503E+11,0
696,0,2428493.832,60074393585,1011.590943
697,0,1572039.882,1.51725E+11,0
698,0,1270343.008,49109459121,566.6050594
699,0,1389981.67,1.11192E+11,0
700,0,1513504.672,50418557236,668.4027876
701,0,1859199.595,1.28502E+11,448.603904
702,0,4640491.216,73849805351,2154.102139
703,0,1389402.517,1.11063E+11,0
704,0,1700441.959,1.80312E+11,0
705,0,250663.5402,2904376528,109.7981298
706,0,1439881.255,1.22301E+11,0
707,0,1643591.454,1.67655E+11,0
708,0,106174.9475,646454866.4,62.31771979
709,0,1337535.702,99515122058,0
710,0,1772901.931,1.96445E+11,0
711,0,4153000.386,40661504936,1605.254113
712,0,1683278.036,58320275618,373.489161
713,0,1609584.555,1.60084E+11,0
714,0,1282796.024,87327935917,0
715,0,1282796.024,87327935917,0
716,0,715433.1269,14090969254,427.5210832
717,0,1439881.255,1.22301E+11,0
718,0,1106892.171,48164881225,0
719,0,1572039.882,1.51725E+11,0
720,0,1673918.497,1.74407E+11,0
721,0,1439881.255,1.22301E+11,0
722,0,1270289.497,20922638994,322.7587622
723,0,1609584.555,1.60084E+11,0
724,0,1045791.197,34562360612,0
725,0,1389981.67,1.11192E+11,0
726,0,983885.745,20778855806,0
727,0,1572039.882,1.51725E+11,0
728,0,1389981.67,1.11192E+11,0
729,0,3446316.425,1.14887E+11,2231.234476
730,0,1495614.383,59714378474,568.7998096
731,0,4813062.863,34247939159,1591.779151
732,0,1679399.68,13547699277,469.1545422
733,0,1572039.882,1.51725E+11,0
734,0,1753176.685,60944516620,1125.614523
735,0,1741484.487,1.8945E+11,0
736,0,1741484.487,1.8945E+11,0
737,0,1282796.024,87327935917,0
738,0,1673918.497,1.74407E+11,0
739,0,1530636.927,1.42507E+11,0
740,0,1106892.171,48164881215,0
741,0,1643591.453,1.67655E+11,0
742,0,1688726.44,48354137397,1122.427583
743,0,1673918.497,1.74407E+11,0
744,0,1609179.583,1.59994E+11,0
745,0,1486999.152,1.32792E+11,0
746,0,1700163.765,1.8025E+11,0
747,0,1214582.509,10312278767,265.0808187
748,0,1670326.474,1.30013E+11,589.2459367
749,0,2261142.901,52865361811,692.2822543
750,0,1046487.071,34717288270,0
751,0,2401326.218,1.73375E+11,1079.314402
752,0,1609584.555,1.60084E+11,0
753,0,2805854.503,1.56356E+11,1315.302404
754,0,1486999.151,1.32792E+11,0
755,0,2012321.797,93368059094,1093.098311
756,0,1741484.487,1.8945E+11,0
757,0,2500095.587,1.55831E+11,1361.427098
758,0,1282796.024,87327935897,0
759,0,1772854.531,1.96434E+11,0
760,0,1389981.67,1.11192E+11,0
761,0,1486999.151,1.32792E+11,0
762,0,1413558.672,1.11036E+11,17.96798628
763,0,1106892.171,48164881215,0
764,0,2458402.861,6934763149,589.148978
765,0,983885.745,20778855806,0
766,0,1389981.67,1.11192E+11,0
767,0,1106892.171,48164881225,0
768,0,1486999.152,1.32792E+11,0
769,0,1669674.473,1.47924E+11,323.6168117
770,0,1282796.024,87327935897,0
771,0,1389981.67,1.11192E+11,0
772,0,1226031.587,74689959500,0
773,0,1965112.507,1.30094E+11,617.8890465
774,0,851910.3593,14734501757,477.3951415
775,0,2298530.047,1.1074E+11,1575.875122
776,0,1700163.766,1.8025E+11,0
777,0,921658.2353,969315796,367.9208229
778,0,1282796.024,87327935917,0
779,0,1899088.669,1.96459E+11,124.1110724
780,0,1531118.199,1.42614E+11,0
781,0,1549417.198,1.28571E+11,380.6700425
782,0,1801774.999,32144549513,293.3537079
783,0,1643591.454,1.67655E+11,0
784,0,1464735.357,18468592323,464.6415694
785,0,1609584.555,1.60084E+11,0
786,0,983885.7452,20778855811,0
787,0,1794802.774,1.96877E+11,19.82763904
788,0,295809.622,529961963.8,240.1699041
789,0,1106892.171,48164881225,0
790,0,983885.7452,20778855811,0
791,0,1609584.555,1.60084E+11,0
792,0,983885.745,20778855806,0
793,0,1572039.882,1.51725E+11,0
794,0,1337535.702,99515122080,0
795,0,1572039.882,1.51725E+11,0
796,0,914843.767,3189058269,171.4479478
797,0,3243127.543,1.10074E+11,1946.777922
798,0,1486999.151,1.32792E+11,0
799,0,1486999.152,1.32792E+11,0
800,0,1335608.649,55981639150,315.1430728
801,0,1282796.024,87327935897,0
802,0,1643591.454,1.67655E+11,0
803,0,1571595.797,1.51626E+11,0
804,0,1493701.514,72839495160,1000.579033
805,0,2901446.698,66658832331,1235.495358
806,0,1756219.402,1.9273E+11,0
807,0,1187724.046,34400531791,373.4037136
808,0,1337535.702,99515122080,0
809,0,1673918.497,1.74407E+11,0
810,0,1673596.678,1.74335E+11,0
811,0,1531118.199,1.42614E+11,0
812,0,1282796.024,87327935917,0
813,0,1337535.702,99515122080,0
814,0,2926899.94,13617747327,396.3083892
815,0,2641521.914,50905234380,1309.958966
816,0,2331465.354,1.91367E+11,431.0321822
817,0,3767318.8,30597594832,1051.092961
818,0,1045796.3,34562558637,0
819,0,1106892.171,48164881215,0
820,0,983885.745,20778855806,0
821,0,1531118.199,1.42614E+11,0
822,0,1486999.152,1.32792E+11,0
823,0,1756077.902,1.92699E+11,0
824,0,1663604.392,3673358076,884.8509824
825,0,1643227.307,1.67574E+11,0
826,0,593270.1859,6926040490,487.2668068
827,0,1723056.03,1.85347E+11,0
828,0,1741672.329,1.89492E+11,0
829,0,1766547.624,1.9503E+11,0
830,0,3487398.919,1.53E+11,1888.73216
831,0,1337535.702,99515122080,0
832,0,2940995.793,9844284280,320.8980196
833,0,1114254.145,8653581499,292.5512864
834,0,1673596.678,1.74335E+11,0
835,0,1766642.25,1.95051E+11,0
836,0,1337535.702,99515122080,0
837,0,263291.7952,437217127.6,78.12109785
838,0,1531118.199,1.42614E+11,0
839,0,97556.51751,96001551.82,70.18091242
840,0,1389976.568,1.11191E+11,0
841,0,1531118.199,1.42614E+11,0
842,0,1908131.961,1.83446E+11,185.3088039
843,0,1700163.766,1.8025E+11,0
844,0,1774812.876,1.96434E+11,1.959030143
845,0,1723056.03,1.85347E+11,0
846,0,983885.7452,20778855811,0
847,0,1741672.329,1.89492E+11,0
848,0,1722822.56,1.85295E+11,0
849,0,1773136.548,1.95027E+11,6.588787751
850,0,2560333.316,33137010675,346.498737
851,0,1106892.171,48164881225,0
852,0,1530636.927,1.42507E+11,0
853,0,6322443.714,29282663143,1212.878154
854,0,1673596.678,1.74335E+11,0
855,0,6344435.268,86628360373,4235.527676
856,0,1609584.555,1.60084E+11,0
857,0,1531118.199,1.42614E+11,0
858,0,1167526.234,61664387293,0
859,0,1756077.902,1.92699E+11,0
860,0,1756077.902,1.92699E+11,0
861,0,2132235.682,1.50234E+11,1006.070705
862,0,2301614.67,1.752E+11,754.3168468
863,0,3015896.463,1.77925E+11,1639.113534
864,0,1756219.402,1.9273E+11,0
865,0,1774975.242,1.96906E+11,0
866,0,1821088.813,1.96878E+11,47.70778997
867,0,1187398.027,61446576048,42.3685188
868,0,1756219.402,1.9273E+11,0
869,0,1673596.678,1.74335E+11,0
870,0,1045796.3,34562558629,0
871,0,1700441.959,1.80312E+11,0
872,0,1486999.151,1.32792E+11,0
873,0,2923161.078,1.87251E+11,1078.519345
874,0,1772854.531,1.96434E+11,0
875,0,1439332.239,1.22179E+11,0
876,0,1722822.56,1.85295E+11,0
877,0,1750635.079,1.93078E+11,141.8335967
878,0,1772854.531,1.96434E+11,0
879,0,1282796.024,87327935897,0
880,0,1167526.234,61664387293,0
881,0,1337535.702,99515122080,0
882,0,1439881.255,1.22301E+11,0
883,0,1673918.497,1.74407E+11,0
884,0,1439881.255,1.22301E+11,0
885,0,1609584.555,1.60084E+11,0
886,0,1775576.831,1.2211E+11,515.881778
887,0,3871769.878,32791258758,1497.668279
888,0,799213.6151,11956837519,604.8769414
889,0,1700441.959,1.80312E+11,0
890,0,1609584.555,1.60084E+11,0
891,0,1701896.021,1.80312E+11,0
892,0,1723056.03,1.85347E+11,0
893,0,1486482.831,1.32677E+11,0
894,0,1024893.132,4981864221,318.228911
895,0,1805176.665,1.94962E+11,38.49314116
896,0,1095578.47,27811661866,199.9450449
897,0,1756077.902,1.92699E+11,0
898,0,1439881.255,1.22301E+11,0
899,0,1486999.152,1.32792E+11,0
900,0,1486999.152,1.32792E+11,0
901,0,983885.7452,20778855811,0
902,0,1766642.25,1.95051E+11,0
903,0,1766547.624,1.9503E+11,0
904,0,3259996.245,42864929782,877.8523644
905,0,1439881.255,1.22301E+11,0
906,0,1741672.329,1.89492E+11,0
907,0,1389981.67,1.11192E+11,0
908,0,1777917.726,1.96433E+11,5.06950465
909,0,1149146.169,8195981654,453.8523932
910,0,1906491.888,1.10093E+11,493.92901
911,0,1673918.497,1.74407E+11,0
912,0,1741479.384,1.89449E+11,0
913,0,1629339.071,3585812476,884.396126
914,0,1820185.579,17638793538,635.7931385
915,0,1571595.797,1.51626E+11,0
916,0,3230101.917,47544935667,2209.185902
917,0,1756077.902,1.92699E+11,0
918,0,7580867.951,39401706622,4728.28726
919,0,1337535.702,99515122058,0
920,0,1572039.881,1.51725E+11,0
921,0,2732364.929,19978821407,572.659163
922,0,1572039.882,1.51725E+11,0
923,0,1705919.903,1.74368E+11,31.07791342
924,0,1741672.329,1.89492E+11,0
925,0,1700163.766,1.8025E+11,0
926,0,2089190.206,1.63268E+11,886.7314113
927,0,4050133.481,84959851184,1793.40027
928,0,1766642.25,1.95051E+11,0
929,0,1684979.941,1.74334E+11,4.02438993
930,0,1700163.766,1.8025E+11,0
931,0,1928045.526,12509424457,408.7882418
932,0,1756219.402,1.9273E+11,0
933,0,1549910.146,28287380502,328.9497204
934,0,1282796.024,87327935917,0
935,0,1929077.736,2707894876,779.8798587
936,0,1772854.53,1.96434E+11,0
937,0,1337535.702,99515122080,0
938,0,1560313.186,1.14386E+11,547.5385433
939,0,1774975.242,1.96906E+11,0
940,0,2156889.72,1.36121E+11,797.548332
941,0,983885.7452,20778855811,0
942,0,1147437.82,48149293497,14.79737162
943,0,1673596.678,1.74335E+11,0
944,0,1673918.497,1.74407E+11,0
945,0,1609584.555,1.60084E+11,0
946,0,1531118.199,1.42614E+11,0
947,0,3297545.344,21948925437,715.3448603
948,0,1336929.174,99380085215,0
949,0,1486999.151,1.32792E+11,0
950,0,1282796.024,87327935917,0
951,0,1772854.531,1.96434E+11,0
952,0,1389981.67,1.11192E+11,0
953,0,73250.6087,96989967.16,37.19380414
954,0,1226031.587,74689959517,0
955,0,1700441.959,1.80312E+11,0
956,0,2887250.036,96012330355,1296.695695
957,0,1781557.6,1.96904E+11,6.582332359
958,0,1700441.959,1.80312E+11,0
959,0,1870605.419,1.88982E+11,178.662776
960,0,983885.745,20778855806,0
961,0,3762027.509,26900364587,2422.213974
962,0,1389981.67,1.11192E+11,0
963,0,1756077.902,1.92699E+11,0
964,0,1445536.841,24895550607,351.1217359
965,0,1772854.531,1.96434E+11,0
966,0,1723056.03,1.85347E+11,0
967,0,1609179.583,1.59994E+11,0
968,0,1682268.098,1.44806E+11,547.7989526
969,0,2358186.168,1.81897E+11,602.8867417
970,0,1572039.882,1.51725E+11,0
971,0,1700441.959,1.80312E+11,0
972,0,1673596.678,1.74335E+11,0
973,0,1756219.402,1.9273E+11,0
974,0,3217027.452,1.82719E+11,1507.300179
975,0,900835.0645,2842203881,370.2178162
976,0,1766642.25,1.95051E+11,0
977,0,1700163.766,1.8025E+11,0
978,0,1723056.03,1.85347E+11,0
979,0,1486999.152,1.32792E+11,0
980,0,1510465.7,60601309994,164.6007669
981,0,1531118.199,1.42614E+11,0
982,0,1172332.398,11870223747,281.3755779
983,0,1809807.622,61102639610,810.8082251
984,0,800196.0045,19741128169,435.5327528
985,0,1673918.497,1.74407E+11,0
986,0,1226031.587,74689959517,0
987,0,1996994.184,1.96187E+11,151.7751974
988,0,1572039.881,1.51725E+11,0
989,0,1282796.024,87327935917,0
990,0,3779535.904,19518884172,1598.827827
991,0,1673918.497,1.74407E+11,0
992,0,3153410.032,49160550428,1267.743778
993,0,1722822.56,1.85295E+11,0
994,0,1700163.765,1.8025E+11,0
995,0,1754699.135,1.89447E+11,10.64037759
996,0,1766547.624,1.9503E+11,0
997,0,1389981.67,1.11192E+11,0
998,0,1337535.702,99515122080,0
999,0,1609174.481,1.59993E+11,0
1000,0,1933207.639,78249883192,1074.052839
1001,0,3050774.081,1.75444E+11,1494.022608
1002,0,1572039.882,1.51725E+11,0
1003,0,1774979.26,1.96906E+11,0.0040176
1004,0,1337535.702,99515122080,0
1005,0,1785340.594,1.96426E+11,12.4839139
1006,0,1389981.67,1.11192E+11,0
1007,0,1226031.587,74689959500,0
1008,0,1106892.171,48164881215,0
1009,0,2332378.188,1.88984E+11,545.0924795
1010,0,1106892.171,48164881215,0
1011,0,1643591.454,1.67655E+11,0
1012,0,1389981.67,1.11192E+11,0
1013,0,2171080.221,48447877268,1590.917999
1014,0,1673918.497,1.74407E+11,0
1015,0,1439881.255,1.22301E+11,0
1016,0,1486999.152,1.32792E+11,0
1017,0,2903988.393,72293835965,1638.76038
1018,0,1756077.902,1.92699E+11,0
1019,0,2391797.907,1.204E+11,690.8732348
1020,0,5693393.647,75707857489,5029.439911
1021,0,1389981.67,1.11192E+11,0
1022,0,1530636.927,1.42507E+11,0
1023,0,1741672.329,1.89492E+11,0
1024,0,1439881.255,1.22301E+11,0
1025,0,3156607.686,1.37472E+11,1758.375767
1026,0,1226031.587,74689959500,0
1027,0,1643227.307,1.67574E+11,0
1028,0,1226031.587,74689959517,0
1029,0,2177752.047,60187185980,1376.959954
1030,0,1282796.024,87327935917,0
1031,0,322043.5615,2568319764,132.201165
1032,0,1389402.517,1.11063E+11,0
1033,0,1439881.255,1.22301E+11,0
1034,0,3432904.909,68395272050,2062.160635
1035,0,1968293.309,15099127735,278.3256414
1036,0,1456421.472,86832801400,103.215435
1037,0,1702032.174,1.80312E+11,0
1038,0,2644584.026,1.89798E+11,779.9104343
1039,0,5391800.216,21253505641,1415.782762
1040,0,1531118.199,1.42614E+11,0
1041,0,1609584.555,1.60084E+11,0
1042,0,1106892.171,48164881225,0
1043,0,1062196.128,33511767860,432.6780311
1044,0,1774975.243,1.96906E+11,0
1045,0,1572039.881,1.51725E+11,0
1046,0,1852644.028,1.54302E+11,383.6081957
1047,0,1425474.681,1.11136E+11,29.23708085
1048,0,1439881.255,1.22301E+11,0
1049,0,1723056.03,1.85347E+11,0
1050,0,1486999.152,1.32792E+11,0
1051,0,1389981.67,1.11192E+11,0
1052,0,2395919.259,66767845209,1572.991353
1053,0,1643227.307,1.67574E+11,0
1054,0,983885.7452,20778855811,0
1055,0,1766547.624,1.9503E+11,0
1056,0,1530636.927,1.42507E+11,0
1057,0,1774975.243,1.96906E+11,0
1058,0,1337535.702,99515122080,0
1059,0,1723056.03,1.85347E+11,0
1060,0,2350488.899,1.51142E+11,1054.696747
1061,0,2326834.001,1.72548E+11,615.172956
1062,0,1772854.531,1.96434E+11,0
1063,0,2199885.118,44279529702,496.8840434
1064,0,1700441.959,1.80312E+11,0
1065,0,1970904.264,17695164989,395.4254741
1066,0,1336929.174,99380085215,0
1067,0,1741484.487,1.8945E+11,0
1068,0,2030499.756,1.52897E+11,827.0644887
1069,0,4714041.554,2938377113,1053.273869
1070,0,1766547.624,1.9503E+11,0
1071,0,1531118.199,1.42614E+11,0
1072,0,2025395.546,99664252234,1136.487934
1073,0,2279869.281,1.93282E+11,493.3686363
1074,0,450270.9474,4611647582,241.2638526
1075,0,1226031.587,74689959517,0
1076,0,1244119.364,8285612225,247.7209608
1077,0,1486999.152,1.32792E+11,0
1078,0,1781579.218,1.96044E+11,70.99623413
1079,0,1282796.024,87327935917,0
1080,0,1282796.024,87327935917,0
1081,0,1723056.03,1.85347E+11,0
1082,0,1866354.486,78806613744,957.027998
1083,0,1226031.587,74689959517,0
1084,0,228822.0519,362349764.6,165.8834147
1085,0,3050561.833,27578367986,1091.724762
1086,0,1741484.487,1.8945E+11,0
1087,0,2847528.439,1.45347E+11,1656.373579
1088,0,2104148.134,1.71144E+11,679.8417347
1089,0,1644993.496,31242406540,1064.354213
1090,0,1609584.555,1.60084E+11,0
1091,0,5698034.508,10207539534,2637.954786
1092,0,1609584.555,1.60084E+11,0
1093,0,1486999.152,1.32792E+11,0
1094,0,1389981.67,1.11192E+11,0
1095,0,546073.0802,463310063.5,97.08014409
1096,0,7913133.578,51851213758,3742.887898
1097,0,2271888.486,74403359486,1352.626766
1098,0,1282796.024,87327935917,0
1099,0,1756077.902,1.92699E+11,0
1100,0,1722822.561,1.85295E+11,0
1101,0,1662048.478,19006016231,170.0777587
1102,0,1700441.959,1.80312E+11,0
1103,0,1337535.702,99515122080,0
1104,0,1756077.902,1.92699E+11,0
1105,0,3058382.97,38227218134,815.782564
1106,0,1741672.329,1.89492E+11,0
1107,0,419517.6067,624625306.9,91.57665568
1108,0,5996531.642,22031196075,2598.090764
1109,0,1392548.441,17121538721,1115.683342
1110,0,1609584.555,1.60084E+11,0
1111,0,1609584.555,1.60084E+11,0
1112,0,1435772.73,47474988425,83.86876346
1113,0,23133.40916,15373326.33,21.22322895
1114,0,1891959.303,1.47072E+11,477.0843635
1115,0,1925420.774,1.50546E+11,326.4213228
1116,0,983885.7452,20778855811,0
1117,0,6993250.909,61024109224,4811.234911
1118,0,1531118.199,1.42614E+11,0
1119,0,1781715.39,1.95042E+11,15.05438298
1120,0,1045796.3,34562558637,0
1121,0,1790005.86,1.96896E+11,15.02949764
1122,0,1486999.151,1.32792E+11,0
1123,0,2202967.925,39982213086,540.1985674
1124,0,1336929.174,99380085215,0
1125,0,1389981.67,1.11192E+11,0
1126,0,1673918.497,1.74407E+11,0
1127,0,1412570.318,14422358000,169.4301413
1128,0,1673596.678,1.74335E+11,0
1129,0,1122487.492,40242425831,536.1347154
1130,0,1741484.487,1.8945E+11,0
1131,0,1845382.585,1.92255E+11,89.70988286
1132,0,1439881.255,1.22301E+11,0
1133,0,983885.7452,20778855811,0
1134,0,1389402.517,1.11063E+11,0
1135,0,1970626.851,1.90394E+11,380.0525934
1136,0,2202151.294,70406240623,788.3555821
1137,0,1486999.152,1.32792E+11,0
1138,0,1442001,40451992217,253.7086205
1139,0,3439631.7,1.37426E+11,2221.907923
1140,0,1722822.561,1.85295E+11,0
1141,0,1723056.03,1.85347E+11,0
1142,0,770901.6893,23547966995,400.433281
1143,0,1673596.678,1.74335E+11,0
1144,0,1336929.174,99380085192,0
1145,0,1766642.25,1.95051E+11,0
1146,0,1608948.946,1.40063E+11,136.1140133
1147,0,1389981.67,1.11192E+11,0
1148,0,1800326.455,1.92633E+11,45.55008314
1149,0,1571595.797,1.51626E+11,0
1150,0,2622979.181,1.76634E+11,989.6212305
1151,0,1700163.766,1.8025E+11,0
1152,0,1967390.172,53869070516,1032.436276
1153,0,1531113.097,1.42613E+11,0
1154,0,1973737.768,1.3553E+11,977.8248664
1155,0,1439881.255,1.22301E+11,0
1156,0,4189826.797,1.6852E+11,2589.599772
1157,0,699438.9314,15962478802,343.3225999
1158,0,1875402.218,1.8517E+11,145.2354128
1159,0,1673918.497,1.74407E+11,0
1160,0,1700441.959,1.80312E+11,0
1161,0,1163614.323,11360822312,340.9356093
1162,0,1673918.497,1.74407E+11,0
1163,0,1107577.005,48317351925,0
1164,0,1643591.453,1.67655E+11,0
1165,0,1779283.948,1.78691E+11,261.830078
1166,0,1439881.255,1.22301E+11,0
1167,0,1756219.402,1.9273E+11,0
1168,0,1785377.74,1.96443E+11,12.47688642
1169,0,2923108.727,1.48079E+11,1543.147595
1170,0,1389981.67,1.11192E+11,0
1171,0,1439881.255,1.22301E+11,0
1172,0,983885.7452,20778855811,0
1173,0,458167.1984,793327447,245.8699638
1174,0,2567078.924,57246256155,1044.47665
1175,0,1741484.487,1.8945E+11,0
1176,0,764870.7047,27932975162,292.1502658
1177,0,1092319.494,13601921387,336.7095456
1178,0,1486999.152,1.32792E+11,0
1179,0,1282796.024,87327935897,0
1180,0,1643591.454,1.67655E+11,0
1181,0,1623860.061,40415254587,849.795652
1182,0,2951999.207,1.14466E+11,1995.93473
1183,0,1337535.702,99515122080,0
1184,0,1486999.152,1.32792E+11,0
1185,0,1609584.555,1.60084E+11,0
1186,0,1486999.152,1.32792E+11,0
1187,0,1922565.387,1.79819E+11,180.0283559
1188,0,3675477.921,11967595762,872.2948674
1189,0,1282796.024,87327935917,0
1190,0,1756077.902,1.92699E+11,0
1191,0,1389981.67,1.11192E+11,0
1192,0,2124155.087,47378671267,396.4830009
1193,0,3450321.117,93706471415,2270.644881
1194,0,1673596.678,1.74335E+11,0
1195,0,531944.4028,13533933983,228.6446585
1196,0,1950130.241,1.31532E+11,437.5311778
1197,0,1781150.821,1.92727E+11,23.08348666
1198,0,1786634.15,1.89367E+11,44.86112672
1199,0,1531118.199,1.42614E+11,0
1200,0,4373783.192,27332808546,833.5347918
1201,0,1486999.151,1.32792E+11,0
1202,0,1766547.624,1.9503E+11,0
1203,0,1045796.3,34562558637,0
1204,0,1643227.307,1.67574E+11,0
1205,0,1643591.453,1.67655E+11,0
1206,0,1766642.25,1.95051E+11,0
1207,0,1772901.931,1.96445E+11,0
1208,0,1225379.341,74544744042,0
1209,0,1600143.782,79470215150,912.6875738
1210,0,1572039.882,1.51725E+11,0
1211,0,1756072.799,1.92698E+11,0
1212,0,4130863.16,67332550397,3175.067372
1213,0,2913824.256,54594950173,2101.708952
1214,0,1891557.946,86527308262,1172.343071
1215,0,1486999.152,1.32792E+11,0
1216,0,1756077.902,1.92699E+11,0
1217,0,1572039.881,1.51725E+11,0
1218,0,1571595.797,1.51626E+11,0
1219,0,1530636.927,1.42507E+11,0
1220,0,1439881.255,1.22301E+11,0
1221,0,1774975.243,1.96906E+11,0
1222,0,1282796.024,87327935917,0
1223,0,1794554.891,1.8511E+11,71.95629412
1224,0,1609179.583,1.59994E+11,0
1225,0,2980378.48,87288289107,1980.215386
1226,0,1225379.341,74544744042,0
1227,0,797982.9033,26623467879,380.1973804
1228,0,1741672.329,1.89492E+11,0
1229,0,1226031.587,74689959517,0
1230,0,2977235.46,40296343293,799.7933582
1231,0,1643227.307,1.67574E+11,0
1232,0,1439332.239,1.22179E+11,0
1233,0,983885.7452,20778855811,0
1234,0,1313870.634,62366123297,442.6622558
1235,0,6949965.83,40654421142,4284.036409
1236,0,1772854.531,1.96434E+11,0
1237,0,2143022.915,1.74837E+11,444.5394528
1238,0,983885.745,20778855806,0
1239,0,3880423.54,1.66235E+11,2112.538484
1240,0,1415502.483,9499731442,577.8334191
1241,0,977676.614,11077415682,555.5782151
1242,0,1282796.024,87327935917,0
1243,0,1756219.402,1.9273E+11,0
1244,0,1439881.255,1.22301E+11,0
1245,0,1571595.797,1.51626E+11,0
1246,0,1486482.832,1.32677E+11,0
1247,0,2106821.314,45001273446,859.0632948
1248,0,1389402.517,1.11063E+11,0
1249,0,4060791.1,1.46116E+11,2553.370984
1250,0,1643591.453,1.67655E+11,0
1251,0,1766642.25,1.95051E+11,0
1252,0,1439332.239,1.22179E+11,0
1253,0,1439881.255,1.22301E+11,0
1254,0,1486999.152,1.32792E+11,0
1255,0,1643227.306,1.67574E+11,0
1256,0,1774975.242,1.96906E+11,0
1257,0,1571595.797,1.51626E+11,0
1258,0,1609179.583,1.59994E+11,0
1259,0,1772901.931,1.96445E+11,0
1260,0,1046492.173,34717487182,0
1261,0,410071.6749,7715036447,167.4286356
1262,0,1609584.555,1.60084E+11,0
1263,0,3646842.152,21124253241,924.3815132
1264,0,1295926.437,72847286124,590.919423
1265,0,1498405.905,59412563867,201.3136644
1266,0,2125145.908,60538263596,563.0501359
1267,0,1282796.024,87327935917,0
1268,0,1766642.25,1.95051E+11,0
1269,0,2020249.252,1.77539E+11,376.477613
1270,0,1571595.797,1.51626E+11,0
1271,0,1673596.678,1.74335E+11,0
1272,0,1722822.56,1.85295E+11,0
1273,0,1774975.243,1.96906E+11,0
1274,0,1871611.204,1.49249E+11,716.0923878
1275,0,1308950.739,9547905978,435.2633736
1276,0,1226031.587,74689959517,0
1277,0,1772901.931,1.96445E+11,0
1278,0,707504.952,5256047239,270.8462306
1279,0,1361773.796,43251212814,224.2410523
1280,0,1736598.755,50119718753,425.5235837
1281,0,1766642.25,1.95051E+11,0
1282,0,1772901.931,1.96445E+11,0
1283,0,1817951.906,1.96397E+11,44.98819289
1284,0,1531118.199,1.42614E+11,0
1285,0,1741672.329,1.89492E+11,0
1286,0,1572039.881,1.51725E+11,0
1287,0,966115.6913,962147641.5,157.1996861
1288,0,209275.1982,2160530998,118.3772287
1289,0,1336929.174,99380085192,0
1290,0,1486999.151,1.32792E+11,0
1291,0,1106892.171,48164881225,0
1292,0,4446188.146,30981222628,1419.005064
1293,0,2629963.801,57847725133,1357.762102
1294,0,1643591.453,1.67655E+11,0
1295,0,1643591.454,1.67655E+11,0
1296,0,120122.3575,572816699.2,49.98947278
1297,0,1282796.024,87327935917,0
1298,0,1281119.04,87174391364,6.788380793
1299,0,1609179.583,1.59994E+11,0
1300,0,1486999.152,1.32792E+11,0
1301,0,1741484.487,1.8945E+11,0
1302,0,2056612.529,17825434615,1370.110426
1303,0,1756219.402,1.9273E+11,0
1304,0,1722822.561,1.85295E+11,0
1305,0,1486482.832,1.32677E+11,0
1306,0,1390295.493,1.11063E+11,0.653008093
1307,0,1572039.881,1.51725E+11,0
1308,0,1282796.024,87327935897,0
1309,0,1168941.445,10431598102,531.6358199
1310,0,1643227.306,1.67574E+11,0
1311,0,1609179.583,1.59994E+11,0
1312,0,2839521.528,30776997036,1524.940001
1313,0,1531118.199,1.42614E+11,0
1314,0,1859925.295,1.96334E+11,95.61452325
1315,0,1166855.981,61515162728,0
1316,0,1439881.255,1.22301E+11,0
1317,0,2871570.429,1.13565E+11,1546.633219
1318,0,1571595.797,1.51626E+11,0
1319,0,3379956.213,39549796719,1579.87391
1320,0,3287542.425,11869323809,735.3683279
1321,0,926889.0237,6841128033,184.1455126
1322,0,1486999.151,1.32792E+11,0
1323,0,1741672.329,1.89492E+11,0
1324,0,1045796.3,34562558637,0
1325,0,4105120.265,50945085542,2502.439638
1326,0,1609584.555,1.60084E+11,0
1327,0,3287259.793,61497699555,1385.633629
1328,0,3570845.523,92400169801,2564.019279
1329,0,2414809.75,61762100538,1755.547752
1330,0,1700441.959,1.80312E+11,0
1331,0,1389981.67,1.11192E+11,0
1332,0,1486999.152,1.32792E+11,0
1333,0,1474224.434,8995601660,194.167166
1334,0,1282796.024,87327935917,0
1335,0,1439881.255,1.22301E+11,0
1336,0,1439881.255,1.22301E+11,0
1337,0,1337535.702,99515122058,0
1338,0,1530636.927,1.42507E+11,0
1339,0,1759449.115,1.7407E+11,89.38350973
1340,0,983885.7452,20778855811,0
1341,0,1486999.151,1.32792E+11,0
1342,0,1530636.927,1.42507E+11,0
1343,0,1673596.678,1.74335E+11,0
1344,0,1665185.997,1.52177E+11,226.2190805
1345,0,1741484.487,1.8945E+11,0
1346,0,1774975.242,1.96906E+11,0
1347,0,1722822.56,1.85295E+11,0
1348,0,2859392.762,28618631709,406.4231658
1349,0,1643591.454,1.67655E+11,0
1350,0,579853.4775,196672273.1,92.99620533
1351,0,2512929.391,16294100810,974.6134006
1352,0,432466.8034,1486376841,253.2120868
1353,0,1486482.832,1.32677E+11,0
1354,0,1643591.454,1.67655E+11,0
1355,0,1337535.702,99515122058,0
